id,pesan,kategori,label
242,"Walaupun Lampu Nya Mati Tapi Banyak Hikmah Yang Kita Dapat,,Coba Kita Semua Renung Kan Sejenak,,
Bagaimana Pula Ketika Kita Berada Di Alam Barzah Yang Gelap Gulita Sampai Hari Berbangkit Nanti,,Sedang Kan Mati Lampu Sesa'at Saja Kita Sudah Banyak Merasa Kan Keluhkesah,,Beragam Komentar,,Insya'Allah Sebuah Kesabaran Lah Yang Akan Menang.
👍🙏👍",Kata Kasar & Ancaman,Berisiko
243,berapa ton barang tu yg lewat tadi malam🗿,Percakapan Biasa,Tidak Berisiko
244,"maaf pak tanya, ini jujur apa bohong",Percakapan Biasa,Tidak Berisiko
245,"kami punya PLTA ombilin,listriknya dikemakan.
kami punya PLTA lubuk minturun hasil listriknya kemana?",Percakapan Biasa,Tidak Berisiko
246,"berpa bnyk alat dpur ibu"" yg rusak tu?",Percakapan Biasa,Tidak Berisiko
247,pulsa PLN 84rb tinggal 40rb padahal listrik mati😂😂😂,Informasi Umum,Tidak Berisiko
248,mundur aj pak. banyak ganti ny ..,Percakapan Biasa,Tidak Berisiko
249,"cuyy yg di daerah kalian udh mati lampu😭😭
batre HP klian brp?
untung aja aku 86",Percakapan Biasa,Tidak Berisiko
250,lampung juga kena pak😅,Percakapan Biasa,Tidak Berisiko
251,lama amat,Percakapan Biasa,Tidak Berisiko
252,aneh ...Konoha ini,Percakapan Biasa,Tidak Berisiko
253,berapa ton nya hemat solar nya ????,Percakapan Biasa,Tidak Berisiko
254,[Stiker] ganti rugi anjirr.....,Percakapan Biasa,Tidak Berisiko
255,pakeeeeeetttt,Percakapan Biasa,Tidak Berisiko
256,mati lampu lagi anjir😭😭 dari jam 5 sampai jam 20.33 belum hidup juga lagi,Kata Kasar & Ancaman,Berisiko
257,siapa yng udh hidup lampu nya dri tdiiiii,Percakapan Biasa,Tidak Berisiko
258,sekarang mati lampu lagi di sumbar,Percakapan Biasa,Tidak Berisiko
259,jam setengah dua hidup,Percakapan Biasa,Tidak Berisiko
260,oh ini bumn yg selalu rugi padahal ga ada saingan😁,Percakapan Biasa,Tidak Berisiko
261,brapa ton pak yang lewat?,Percakapan Biasa,Tidak Berisiko
262,LANGSUNG AJA LOLOS BRP TON?,Percakapan Biasa,Tidak Berisiko
263,"padahal anggaran perawatan tahunan PT.PLN itu besar banget
23 triliun",Informasi Umum,Tidak Berisiko
264,janggan masarakat di kasi rugi,Percakapan Biasa,Tidak Berisiko
265,Hidup kan pak🥲,Percakapan Biasa,Tidak Berisiko
266,"kerja bagus, berapa ton boss",Percakapan Biasa,Tidak Berisiko
267,komenanku hilang...😁😁😁😁😁,Percakapan Biasa,Tidak Berisiko
268,Trus gmna nih ikan hias 🥲,Percakapan Biasa,Tidak Berisiko
269,"singkat aja , sampe berapa hari katanya ?",Percakapan Biasa,Tidak Berisiko
270,"tapi pak.. malam jdh kelihatan indah. kesannya utk "" istrhat sebentar"" lihat lah alam semesta . masyallah.. bintang2 banyak sekali dan bulan juga terang td malam.. kami jadi sering cekrama dg keluarga dan tetangga, tidak sibuk dg hp dan pekerjaan masing2. mereka semua kembali ke "" keluarga"" .😁 pas liat langit . aku sempat berfikir. kapan lah aku terkhir lihat bintang sebanyak ini. ☺️",Percakapan Biasa,Tidak Berisiko
271,tiada maaf....,Percakapan Biasa,Tidak Berisiko
272,"gbs bobo ih,panasssssss",Percakapan Biasa,Tidak Berisiko
273,"sumpah ya dulu dulu kalau mati lampu jaringan nya gak ikut mati
sekarang semuanya mati putus semua ga ada yang bisa di mainin di hp ni do
kalau mati lampu malam angekk badangkang yg Ndak tahan nyoo😭",Percakapan Biasa,Tidak Berisiko
274,sampai saat ini masih blm menyala di Riau / duri..,Percakapan Biasa,Tidak Berisiko
275,kami mulai mati lampu tadi malam dari abis magrib hidupnya sampai jam 11 siang gila kali,Jadwal & Kegiatan,Tidak Berisiko
276,"Panas Om.
hidupin sekarang lampu nya adek gak kuat😭 Medan seperti ovenn😭",Percakapan Biasa,Tidak Berisiko
277,"ketika telat bayar kena denda tapi kalo pelayanan yang kurang baik cuma minta maaf,apa ini adil bos?
coba perbaiki tegangan listrik di kabupaten Ogan Komering Ilir,sumsel.sudah banyak barang² elektronik yang rusak akibat tegangan listrik yang tidak stabil.",Transaksi Aman,Tidak Berisiko
278,mengundurkan diri lebih baik dari pada kata mav.,Percakapan Biasa,Tidak Berisiko
279,"lampu mati, harga sawit turun,besok apa lagi ni🗿",Jadwal & Kegiatan,Tidak Berisiko
280,kalok telat bayar kami minta maaf juga gimana pak bisa Ndak?,Transaksi Aman,Tidak Berisiko
281,"bnyk x janggal ini pak.
1. yang kena d Jambi (apakah satu aliran antara Jambi kemedan).
2. kalau PLTU membutuhkan waktu begitu lama, untk apa d buat pak.
3. siapa bilang 2jam pak. d tempat saya 24jam pak.
bapak ngomongny aja lambat kek gitu, gimana mau cepat menegur anggotanya.
masih bnyk sebenarnya pertanyaan saya ini pak.",Percakapan Biasa,Tidak Berisiko
282,maap SDH rugi,Percakapan Biasa,Tidak Berisiko
283,"kimak lah,ga bisa tidor aku tdi malam,banyak kali nyamuk",Percakapan Biasa,Tidak Berisiko
284,maaf aja kurang bos harus ada hitungannya,Percakapan Biasa,Tidak Berisiko
285,maaf terus lah kau....,Percakapan Biasa,Tidak Berisiko
286,"Setuju gk si,permintaan maaf di ganti dengan bonus promo 100% setiap pengisi token 🫣",Percakapan Biasa,Tidak Berisiko
287,Terus apa kompensasi yang didapatkan pelanggan karena hal itu?,Percakapan Biasa,Tidak Berisiko
288,"ga mau maafin ahh,jaringannya mati totall",Percakapan Biasa,Tidak Berisiko
289,mundur aja laaa,Percakapan Biasa,Tidak Berisiko
290,"kok sini Mulu kena masalah etdah, ke maren hujan Mulu, sekarang mati lampu mulu, besok nya apa",Jadwal & Kegiatan,Tidak Berisiko
291,skrg ini org ga kenal pun kek sodara 😭😭😭 sampe ngungsiii makan diluar bawa cok sambung 😭😭,Kata Kasar & Ancaman,Berisiko
292,gara gara mati lampu semalaman tidur di lantai karna panas😭,Percakapan Biasa,Tidak Berisiko
293,Dari jam 7 malam sampai jam 6 pagi 🥰,Jadwal & Kegiatan,Tidak Berisiko
294,kenapa mati lagi lampu nya,Percakapan Biasa,Tidak Berisiko
295,Aku gk mau Maafin .aku gk bisa tidur .jaringan pun gk ada .mati dari jam 6 sore sampe pukul 2:30 baru hidup ini .🙄😭,Jadwal & Kegiatan,Tidak Berisiko
296,cepatlah pak sesak berak ni 😳,Percakapan Biasa,Tidak Berisiko
297,"kami hidup dari Maghrib Sampek jam 10 pagi, Gilak lan",Jadwal & Kegiatan,Tidak Berisiko
298,"panas banget semalam sumpah, sampe sekeluarga turu di teras 😭",Percakapan Biasa,Tidak Berisiko
299,itu PLN brti mendukung ya🤣,Informasi Umum,Tidak Berisiko
300,"udh lah panas,ga ada aba2 pulak itu",Percakapan Biasa,Tidak Berisiko
301,"jika kami telat bayar listrik,apakah bisa denda nya diganti dgn permohonan maaf?",Transaksi Aman,Tidak Berisiko
302,Udah masuk brp Ton pak?,Percakapan Biasa,Tidak Berisiko
303,"terus terang aja pak, lagi lolosin apa?",Percakapan Biasa,Tidak Berisiko
304,"aku warung sembako, ada jual aice cream, gilaaa cairrrr semuaaaaa 😭😭
mana baru order kemarin. 700 rbu cair semua eskrim ku 😭,, tolonggg",Percakapan Biasa,Tidak Berisiko
305,dari jam 18:44 hdup lmpu jam 03:00,Jadwal & Kegiatan,Tidak Berisiko
306,gamau dimaafin aku yg ldr an jadi gabisa sleep call an sama ayang😭,Percakapan Biasa,Tidak Berisiko
307,"kompensasinya apa, kok minta maaf doang.",Percakapan Biasa,Tidak Berisiko
308,ni udah berapa ton yang lolos??,Percakapan Biasa,Tidak Berisiko
309,akal2an,Percakapan Biasa,Tidak Berisiko
310,Aku 27 jam kak baru idup 🫪😭,Percakapan Biasa,Tidak Berisiko
311,minta maaf aja nih? kompensasi token 100ribu lah minimal 😊,Percakapan Biasa,Tidak Berisiko
312,ahh paling ada yg lewat di lintas tengah tu,Percakapan Biasa,Tidak Berisiko
313,Malas dah badmood,Percakapan Biasa,Tidak Berisiko
314,eskrim ku hancur mleleh,Percakapan Biasa,Tidak Berisiko
315,kepada BAPAK PT.PLN Persero saya mohon ma'af untuk bulan ini saya blm bisa bayar listrik pak.bisa ga pak,Transaksi Aman,Tidak Berisiko
316,Sakit tangan aku pak ngipas anak2 ku,Percakapan Biasa,Tidak Berisiko
317,mls ga di maafin gmood gara² bapak aku gbsa tdurr mna baru idup lagi lampunya,Percakapan Biasa,Tidak Berisiko
318,"Nggak apa-apa Pak, kan cuma sekali. Saya tinggal tidur, bangun pagi sudah hidup..😄",Percakapan Biasa,Tidak Berisiko
319,"Pak kmi di sumatra mati lampu dari jumat jam 6 sore , sampek hari sabtu jam 12 siang baru hiduppp 🥺🥺🥺",Jadwal & Kegiatan,Tidak Berisiko
320,Kami maaf kan asal kan bayaran perbulan di turunkan😃,Percakapan Biasa,Tidak Berisiko
321,Berapa ton yg lewat pak,Percakapan Biasa,Tidak Berisiko
322,"langsung intinya aja, ada brapa ton barang itu yg masuk ?",Percakapan Biasa,Tidak Berisiko
323,"tidak usah bertele"" bung,berapa TON yang lewat semalam?",Percakapan Biasa,Tidak Berisiko
324,berapa ton yg lewat 🗿,Percakapan Biasa,Tidak Berisiko
325,masak mati lampu dari magrib sampe ke magrib lagi belum hidup” lampunya sampe skrg,Percakapan Biasa,Tidak Berisiko
326,Berapa tun yang lewat😂,Percakapan Biasa,Tidak Berisiko
327,"gk mau maafin,gk jadi sleepcall😭",Percakapan Biasa,Tidak Berisiko
328,23 jam mati lampu rugi 1 m PT ku,Percakapan Biasa,Tidak Berisiko
329,kenapa ga di tanam aja biar aman kabel nya,Percakapan Biasa,Tidak Berisiko
330,banyak cerita,Percakapan Biasa,Tidak Berisiko
331,semalam kelaparan aku pak ngak makan Nasi kami 1 hari' semalam,Percakapan Biasa,Tidak Berisiko
332,Riau sudah normal,Percakapan Biasa,Tidak Berisiko
333,[Stiker] batre abis+gelap+gak ada sinyal+mati lampu+hidup lama+gak bisa ngecas,Percakapan Biasa,Tidak Berisiko
334,maaf nanya baru tau apa nya berapa ton yg masuk?😭,Percakapan Biasa,Tidak Berisiko
335,mundur,Percakapan Biasa,Tidak Berisiko
336,"maaaf lagi,
klo kami masyarakat telat bayar,
apa bisa minta maaf.?
biasanya dapat surat peringatan.",Transaksi Aman,Tidak Berisiko
337,Ap itu mff,Percakapan Biasa,Tidak Berisiko
338,PLN lagi buat PR untuk KPK,Informasi Umum,Tidak Berisiko
339,wee tempat aku belom idopp😭,Percakapan Biasa,Tidak Berisiko
340,"Hadehhh. Listrik padam, tapi tagihan tetap gede 🤣🤣",Transaksi Aman,Tidak Berisiko
341,berapa ton masuk barang tuh,Percakapan Biasa,Tidak Berisiko
342,"sering' juga gak papa pak, biar yg pacaran gak bisa sleep call 😂😂",Jadwal & Kegiatan,Tidak Berisiko
343,"satu sumatera satu jalur kah? cuman nanyak ini lohhh.
bungo dan rumbai posisi ditengah, aceh dan palembang ujung barat dan ujung timur sumatera.
sumber utama listrik sumatera darimana ya kira""?",Informasi Umum,Tidak Berisiko
344,barusan di riau mati lampu lagi 😭,Percakapan Biasa,Tidak Berisiko
345,kompensasi 20% bisa lah di maafin selama 2 bulan pak,Percakapan Biasa,Tidak Berisiko
346,maaf dri hati jgn baca buku,Percakapan Biasa,Tidak Berisiko
347,"ya masak semua sama kn lain wilayah regional nya
ko bisa serentak ya ?",Percakapan Biasa,Tidak Berisiko
348,cair bos,Percakapan Biasa,Tidak Berisiko
349,kami udah hidup bang sumut di Deli Serdang,Percakapan Biasa,Tidak Berisiko
350,"ga nyenyak bgt tidur gua malam , serasa dihantui",Percakapan Biasa,Tidak Berisiko
351,PLN cuma tau minta maaf bgmna dgn kerugian masyarakat,Informasi Umum,Tidak Berisiko
352,gakusa mnta maaf pak.klu km telat byr apa bpk maafkan.,Percakapan Biasa,Tidak Berisiko
353,"woi PLN jangenam, hidupkan lahh dari 18.00 sampek siang ini belum hidup jugaaa ampun kalii",Informasi Umum,Tidak Berisiko
354,disini udahh hidupp jangan kau padam kann lagii yaaa,Percakapan Biasa,Tidak Berisiko
355,jangan mati Pak❓ saya belajar untuk kuliah pak listrik biar terang kami pak❓ Mohon,Kata Kasar & Ancaman,Berisiko
356,Kalau nunggak listrik ga bisa minta maaf ya.,Informasi Umum,Tidak Berisiko
357,betre gw Tinggal 5 anj😹,Percakapan Biasa,Tidak Berisiko
358,BATRE GW SISA 1% WOI NAPA BELUM NYALA INI LISTRIKNYA 😭,Percakapan Biasa,Tidak Berisiko
359,maaf Bae giliran lambat bayar di pintu ole orang PLN Ida adil,Transaksi Aman,Tidak Berisiko
360,yg baru idup jam 5 sore tadi,Jadwal & Kegiatan,Tidak Berisiko
361,"sekelas skala rumah saja, bisa ada rencana cadangan jika listrik mati...kalian sekelas BUMN tanpa pesaing masak gk bs punya rencana dan langkah strategis, padahal tidak ada bencana alam",Informasi Umum,Tidak Berisiko
362,[Stiker] ga dimaafin gara² pln nih gw kaga vc sama ayang,Informasi Umum,Tidak Berisiko
363,KLO kami telat bayar listrik kami minta maaf juga ya,Transaksi Aman,Tidak Berisiko
364,"dimaafin,tpi jngn di ulangin ya🙂",Percakapan Biasa,Tidak Berisiko
365,"telat bayar cabut, ga isi token padam
giliran begini mhon maaf atas ketidak nyaman ini",Transaksi Aman,Tidak Berisiko
366,"Di pekanbaru sekarang ini padam lg,dan masih padam sampai saat ini,",Percakapan Biasa,Tidak Berisiko
367,jam berapa nyalanya weh gw dah tidur soalnya🗿,Percakapan Biasa,Tidak Berisiko
368,sebagai tanda maaf semu pelanggan PLN diberikan diskon 50 persen ya ketua,Informasi Umum,Tidak Berisiko
369,"maaf aja gk cukup broo,
kalau dijepang menteri ny udah malu dan mundur",Percakapan Biasa,Tidak Berisiko
370,"AKU BIASANYA TDR JAM 7, SEMALAM AKU BATRE HP KU HABIS JAM 2,.. 5 jam aku natap genteng… GADA MAAF MAAF",Jadwal & Kegiatan,Tidak Berisiko
371,"lbh bijaksana jika anda mundur,minta maaf bukan lah bentuk tanggung jawab....",Percakapan Biasa,Tidak Berisiko
372,"aku males nonton nya sampai habis, singkat saja.. apa kompensasi dari kalian?",Percakapan Biasa,Tidak Berisiko
373,tempatku dari jam 7 malam sampe sekarang😌,Jadwal & Kegiatan,Tidak Berisiko
374,"koncet, sampe skrg belum idup lampu drmhku",Percakapan Biasa,Tidak Berisiko
375,dari jam 6 magrib ampe jam 11 siang,Jadwal & Kegiatan,Tidak Berisiko
376,enak aja maaf kasilah konpensasinya. telat bayar denda n putus,Transaksi Aman,Tidak Berisiko
377,"PAK DIRUT"" MOHON MAAF..KALIAN SEMUA SUDAH KAMI TERIMA DGN SENANG HATI.👍👍
KAMI RAKYAT SUMBAR TOLONG YA PAK DI GENTI KE RUGIAN KAMI SLMA LISTRIK PADAM..????????",Informasi Umum,Tidak Berisiko
378,minta maaf ga bikin lampu nyala bos,Percakapan Biasa,Tidak Berisiko
379,dah mati lampu lagi pak . . baru hidup td pagi . . ni dah mati lagi,Percakapan Biasa,Tidak Berisiko
380,[Stiker] BARU IDUP LAMPU DI DAERAH KU,Percakapan Biasa,Tidak Berisiko
381,"singkat saja, berapa ton yang masuk?",Percakapan Biasa,Tidak Berisiko
382,"gak ku maafin😭,aku selaku pedagang kaki 5 yg punya stok buah frozen durian 50kg udh lunak smpai skrg asam,rugi ya allah plus frezer box ku rusak di buatny😭 modal di sna smua",Percakapan Biasa,Tidak Berisiko
383,cuma minta maaf doank. bentuk tanggung jawab nya apa.,Percakapan Biasa,Tidak Berisiko
384,gangguan serentak se p Sumatra gtu?,Percakapan Biasa,Tidak Berisiko
385,Gara2 bpk anak saya gk bisa tidur karna kepanasan 😒jadi gagal deh proyek sama paksu🫠,Percakapan Biasa,Tidak Berisiko
386,"pak aku sampai harus beli es batu buat ngejaga jualan ku dlm frezer,gantiin pak😳 8ribu",Percakapan Biasa,Tidak Berisiko
387,apakah dengan kejadian ini PLN di tuntut untuk memberikan kompensasi bagi masyarakat yg terdampak.,Informasi Umum,Tidak Berisiko
388,Ada yg Bisa kasih intinya gak? Males dengar lambat kali ngomong nya😭,Percakapan Biasa,Tidak Berisiko
389,melakukan berbagai waktu hidupnya jam 02.00 malam,Jadwal & Kegiatan,Tidak Berisiko
390,Dri jam 19.00 baru hidup jam 10.30 gila bgt gk tuhhh🥺,Jadwal & Kegiatan,Tidak Berisiko
391,"Pak Kami blm hidup lampu Dari jam 7 malam sampe skrg😭 bayiku ga bisa bobok td mlm, sampe skrg juga blm Mandi ni pak😭",Jadwal & Kegiatan,Tidak Berisiko
392,"APALAH ARTI SEBUAH MAAF DAN APALAH ARTI MAAF SORANG KONSUMEN, KITA INI JELUAL BELI MAAF MI GAK ADA GUNANYA, KALAU KAMI TELAT BAYAR BISA GAK KAMI MINTA MAAF KALAU TELAT?????",Transaksi Aman,Tidak Berisiko
393,nih medan sunggal mati lagi dri jam 09.58 smpek skrng woila,Jadwal & Kegiatan,Tidak Berisiko
394,njir rumahku 24 jam Bru hidup bayangkan woi bayangkan 😳😳😳,Percakapan Biasa,Tidak Berisiko
395,ini mati lampu lagi dari jam 12 ya ampun😭,Jadwal & Kegiatan,Tidak Berisiko
396,[Stiker] gmau maafin.,Percakapan Biasa,Tidak Berisiko
397,Tolak minta maaf ganti rugi,Percakapan Biasa,Tidak Berisiko
398,18.44 s/d 04.25 dini hari baru hidup😂,Percakapan Biasa,Tidak Berisiko
399,sampe sekarang Mabar Marelan martubung listrik TDK hidup,Informasi Umum,Tidak Berisiko
400,"harus tetap berfikir positif,semoga jaringan listrik cepat pulih kembali dan para petugas pln di beri kekuatan dan keselamatan dalam menjalankan tugas nya...",Informasi Umum,Tidak Berisiko
401,Lampung ga kau sebut pak? anak ku rewel pak gabisa tidur astaghfirullah,Percakapan Biasa,Tidak Berisiko
402,udh brp kali blackout ini di Sumatra 😭,Percakapan Biasa,Tidak Berisiko
403,hidupkan lampu rumahku bujang,Percakapan Biasa,Tidak Berisiko
404,"koncett
panaassssss ini
di kantor PLN kenapa ada arus",Informasi Umum,Tidak Berisiko
405,"HARUSNYA GERCEP DONG KALO ADA GANGGUAN, INI UDAH 2hari LOH",Percakapan Biasa,Tidak Berisiko
406,"pak secepatnya nya pak
mau berak gak ada air pak",Percakapan Biasa,Tidak Berisiko
407,"maaf pak , apa gak ada kompensasi buat kami selama 26 jam kita mati lampu, dan kami belum mandi dan diguyur keringat semalaman , bukan nanti pembayaran kita bisa kurang malah bisa naik nanti tagihan",Transaksi Aman,Tidak Berisiko
408,kompensasinya apa....?? kami pengusaha rugi alat elektronik rusak.,Percakapan Biasa,Tidak Berisiko
409,kacau min tauge ku ke habisan air bongkaran 2 hari ke depan gk tau ni kabr nya,Percakapan Biasa,Tidak Berisiko
410,yang LDR udah putus ni mah,Percakapan Biasa,Tidak Berisiko
411,[Stiker] ak ga bisa marah bapak gw pln juga,Informasi Umum,Tidak Berisiko
412,mati lampu lagi jam 11 baru hidup😭,Jadwal & Kegiatan,Tidak Berisiko
413,"Aku gak bisa tidur pak, sampe jam 1 malem😭",Jadwal & Kegiatan,Tidak Berisiko
414,mati lampu lagi,Percakapan Biasa,Tidak Berisiko
415,kok hanya permohonan maaf basi pak... 😂😂😂,Percakapan Biasa,Tidak Berisiko
416,dari jam 18.44 jam 03.24 baru idup,Jadwal & Kegiatan,Tidak Berisiko
417,"ga mau maafin, ga bisa begerak aku, gelap, panas, gada sinyal, dari jam 18.44 sampe jam 13.05 baru hidup apa ga koncet kali wak",Jadwal & Kegiatan,Tidak Berisiko
418,lagi push ml malah mati lampu😭,Percakapan Biasa,Tidak Berisiko
419,"geloooo, mati lampu dari abis maghrib sampe set 12 malem. ga gue maafin yeee😭😭😭 nangis bgtttttt",Percakapan Biasa,Tidak Berisiko
420,"kompensasi dong, bnyak yg terdampak . misal sebulan gratis listrik",Informasi Umum,Tidak Berisiko
421,"dan sekarang:
Sabtu,23 mei 2026, pukul 11.41 Listrik mulai Padam lagi",Jadwal & Kegiatan,Tidak Berisiko
422,gamau suudzon tpi btw lagi ada muatan ya pak? kira” barang masuk nya berupa apa nih pak? lolos brp ton pak?,Percakapan Biasa,Tidak Berisiko
423,"kalian tau knpaa ,,,itu untuk me-restart ulang meteran masing setiap rumah,,dan ini ada kepentingan pemerintah ,,,dan otomatis meteran yang kena subsidi itu di normalkan lagi seperti semula,sehingga tidak mendapat subsidi lagi,sampai sini paham ya",Informasi Umum,Tidak Berisiko
424,"cuaca buruk apaan, hujan ajah pun GK ada, panas pol di riau",Percakapan Biasa,Tidak Berisiko
425,"iya yaudah dimaafin,tapi janji jangan diulangin yaa?",Percakapan Biasa,Tidak Berisiko
426,"ngatasi gni aja lamaa bgt anjir
mna Ldr sm pacal aku, cptt laaa hdup kan😭😭😭",Kata Kasar & Ancaman,Berisiko
427,"Gara2 mati listrik mendadak dan lama, bnyk pasangan yg saling tuduh gr2 gk bs sleepcall 😂",Informasi Umum,Tidak Berisiko
428,MASA’ MINTA MAAF AJA PAK? GAK ADA KOMPENSASI ????,Percakapan Biasa,Tidak Berisiko
429,"[Stiker] singkat saja, berapa ton yg lewat saat mati lampu",Percakapan Biasa,Tidak Berisiko
430,kost ak blum idup lek sumpa,Percakapan Biasa,Tidak Berisiko
431,"@gitaaaaaaaaa: gamau maafin, aku gabisa hidup tanpa kipas dan wifi",Percakapan Biasa,Tidak Berisiko
432,lama lagi ngga pak? dah pening ini ngga ada air,Percakapan Biasa,Tidak Berisiko
433,"ada baiknya juga mati lampu, dirumah serasa keluarga cemara, duduk ngumpul di beranda rumah, sambil melihat pemandangan langit yg cerah nan indah bulan sabit, ngobrol dan bersenda gurau😂",Percakapan Biasa,Tidak Berisiko
434,ngomong aja lama,Percakapan Biasa,Tidak Berisiko
435,"keterlaluan tpi sich PLN, gk bsa dimaafin disini (deli Serdang) dari 18.45 sampe ini 12.41 blm nyala. setidak nya nyalahin bbrp jam klw nnti mau matikan lgi gpp setidak nya kami udah mandi udah isi air kamar mandi",Informasi Umum,Tidak Berisiko
436,wkwkwwk,Percakapan Biasa,Tidak Berisiko
437,"minta maaf pakai kata""
minta maaf gratiskan berapa bulan pembayaran lah boss",Transaksi Aman,Tidak Berisiko
438,kalau bisa setia propinsi aja di buat pembangkit ny. jd tdk semua padam,Percakapan Biasa,Tidak Berisiko
439,PAK HIDUPIN LAMPU PLIS.,Percakapan Biasa,Tidak Berisiko
440,"Nah giliran kita telat isi token atau telat bayar listrik, udah minta maaf masih juga diputus",Transaksi Aman,Tidak Berisiko
441,[Stiker] Gara2 pln gua gk bisa vc sama ayang,Informasi Umum,Tidak Berisiko
