pesan,kategori,label
"Halo kak, ini admin marketplace. Ada masalah di pesanan Anda. Tolong hubungi WA 0877-3333-5678 sekarang.",Social Engineering,Berisiko
E-banking Mandiri Anda terindikasi diretas. Amankan sekarang di cutt.ly/cek-saldo sebelum terlambat.,Phishing,Berisiko
Wah selamat ya dapet kerja baru! Kapan traktirnya?,Percakapan Biasa,Tidak Berisiko
ngentot lu parah banget,Kata Kasar & Ancaman,Berisiko
Tim keamanan BSI menemukan kebocoran data. Reset password di shorturl.at/hadiah segera.,Phishing,Berisiko
Unduh aplikasi Bukalapak mod premium gratis. Nikmati semua fitur tanpa bayar di rb.gy/login-secure.,Malware,Berisiko
Akun Mandiri Anda akan dinonaktifkan. Update data KYC sekarang di shorturl.at/hadiah sebelum batas waktu.,Phishing,Berisiko
Reminder: Perpanjangan SIM bisa dilakukan H-14 sebelum tanggal kedaluwarsa.,Informasi Umum,Tidak Berisiko
dasar musnahkan lo!,Kata Kasar & Ancaman,Berisiko
PROMO: Tiket pesawat Balikpapan-Jakarta Rp45.000 PP. Booking sekarang di shorturl.at/hadiah sebelum habis.,Penipuan,Berisiko
"Info arisan RT: Pertemuan bulan ini dipindah ke Sabtu, 25 April pukul 19.00.",Informasi Umum,Tidak Berisiko
Update wajib aplikasi BCA. Unduh versi terbaru di t.ly/klaim-now untuk keamanan transaksi Anda.,Phishing,Berisiko
Pesanan #REF2024-555 dikonfirmasi. Estimasi pengiriman 2-3 hari kerja ke alamat Anda.,Transaksi Aman,Tidak Berisiko
Saya dari divisi hadiah OVO. Anda menang grand prize. Kirim foto KTP + selfie ke 08813216543 untuk proses.,Social Engineering,Berisiko
Info cuaca: Hujan lebat diprediksi sore hari di wilayah Bandung dan sekitarnya.,Informasi Umum,Tidak Berisiko
cuk,Kata Kasar & Ancaman,Berisiko
berani aja semprot sama gue,Kata Kasar & Ancaman,Berisiko
"Udah makan belum? Tadi beli nasi padang, enak banget.",Percakapan Biasa,Tidak Berisiko
anak goblok,Kata Kasar & Ancaman,Berisiko
Pesanan berhasil dibatalkan. Refund Rp10.000 akan masuk dalam 3-5 hari kerja.,Transaksi Aman,Tidak Berisiko
sumpah kon banget brengsek,Kata Kasar & Ancaman,Berisiko
Saldo tabungan BRI Anda: Rp14 juta. Per tanggal 1 Oktober 2024.,Transaksi Aman,Tidak Berisiko
muka pukul lo,Kata Kasar & Ancaman,Berisiko
Donasi Rp33.000 Anda berhasil disalurkan. Terima kasih atas kepedulian Anda.,Transaksi Aman,Tidak Berisiko
kamu bangsat kafir banget sih,Kata Kasar & Ancaman,Berisiko
Konfirmasi transaksi BCA Rp38 juta ke rekening tidak dikenal. Tolak di s.id/klaim-hadiah.,Phishing,Berisiko
hei pepek,Kata Kasar & Ancaman,Berisiko
Bukti transfer Rp11 juta dari Danamon. Cek lampiran di bit.do/verifikasi segera.,Malware,Berisiko
dasar bajingan,Kata Kasar & Ancaman,Berisiko
"Bu/Pak, anak Anda mengalami kecelakaan. Segera transfer Rp19 juta ke Mandiri 1111222333 untuk biaya darurat.",Social Engineering,Berisiko
LOWONGAN: Admin online kerja dari rumah gaji Rp2 juta/bulan. WA 0822-1111-9999 langsung diterima.,Penipuan,Berisiko
Tim keamanan Permata menemukan kebocoran data. Reset password di cutt.ly/cek-saldo segera.,Phishing,Berisiko
paling males liat muka mati kamu lo jancuk,Kata Kasar & Ancaman,Berisiko
apa-apa lo asu,Kata Kasar & Ancaman,Berisiko
negro banget,Kata Kasar & Ancaman,Berisiko
lo dasar pribumi atau gimana bejat,Kata Kasar & Ancaman,Berisiko
udah diem titit,Kata Kasar & Ancaman,Berisiko
"Absen kelas pagi ini 28 dari 32 mahasiswa, cukup ya.",Informasi Umum,Tidak Berisiko
dasar cabul,Kata Kasar & Ancaman,Berisiko
File PDF tagihan BTN bulan ini sudah tersedia. Download di t.ly/klaim-now untuk detail transaksi.,Malware,Berisiko
kamu iblis banget sih,Kata Kasar & Ancaman,Berisiko
mati lo sama mati lo emang,Kata Kasar & Ancaman,Berisiko
Bukti transfer Rp20 juta dari BSI. Cek lampiran di bit.ly/verif-akun segera.,Malware,Berisiko
Kamu diundang ke acara pernikahan Fitri & Agus pada 15 September 2024 pukul 10.00 WIB.,Jadwal & Kegiatan,Tidak Berisiko
ntar gue ngentot beneran jancuk,Kata Kasar & Ancaman,Berisiko
Ada yang mencoba masuk ke akun Blibli Anda. Verifikasi dengan kode 183742 atau akun akan dikunci.,Pencurian Akun,Berisiko
"Info arisan RT: Pertemuan bulan ini dipindah ke Sabtu, 25 September pukul 19.00.",Informasi Umum,Tidak Berisiko
"Konfirmasi reservasi hotel kamu: Check-in 20 Nov, Check-out 22 Nov. Total Rp890.000.",Transaksi Aman,Tidak Berisiko
hei laknat,Kata Kasar & Ancaman,Berisiko
Notifikasi: Tagihan kartu kredit BTN bulan ini Rp30.000. Jatuh tempo 20 November 2024.,Transaksi Aman,Tidak Berisiko
Notifikasi: Tagihan kartu kredit BCA bulan ini Rp32.000. Jatuh tempo 1 Oktober 2024.,Transaksi Aman,Tidak Berisiko
Cicilan bulan ke-10 dari 12 sebesar Rp24.000 berhasil didebet otomatis.,Transaksi Aman,Tidak Berisiko
berani aja kampret sama gue bangsat,Kata Kasar & Ancaman,Berisiko
Tagihan PDAM bulan ini Rp42.000. Jatuh tempo: 20 November 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
negro!,Kata Kasar & Ancaman,Berisiko
Top up GoPay Rp21.000 berhasil. Saldo GoPay Anda: Rp2000.000.,Transaksi Aman,Tidak Berisiko
emang bangsat kafir dari sananya,Kata Kasar & Ancaman,Berisiko
Pemberitahuan darurat CIMB: Saldo Rp23 juta akan dipotong. Batalkan di t.ly/klaim-now.,Phishing,Berisiko
Pengumuman: Ujian TOEFL Institut bulan depan pendaftaran dibuka hari ini.,Informasi Umum,Tidak Berisiko
eh jancok,Kata Kasar & Ancaman,Berisiko
Pembayaran tagihan listrik Rp15.000 berhasil pada 5 Desember 2024. No. referensi: INV-20240831.,Transaksi Aman,Tidak Berisiko
Struk belanja: Total Rp20.000. Terima kasih sudah berbelanja di Shopee.,Transaksi Aman,Tidak Berisiko
Unduh aplikasi penghasil uang resmi Gojek. Klik shorturl.at/hadiah dan hasilkan Rp21.000 per hari dari HP.,Malware,Berisiko
kelakuan mampusin banget deh bodoh banget,Kata Kasar & Ancaman,Berisiko
"Bu, ini Bu Ani dari sekolah. Anak ibu tiba-tiba sakit, bisa hubungi nomor dokter ini segera?",Social Engineering,Berisiko
Update wajib WhatsApp versi terbaru. Unduh APK resmi di cutt.ly/cek-saldo sebelum akun Anda dinonaktifkan.,Malware,Berisiko
E-banking BNI Anda terindikasi diretas. Amankan sekarang di rb.gy/login-secure sebelum terlambat.,Phishing,Berisiko
Tim keamanan BRI menemukan kebocoran data. Reset password di tinyurl.com/bca-verify segera.,Phishing,Berisiko
Reset PIN BNI diminta. Kode keamanan Anda: 852947. Jangan berikan kepada siapapun.,Pencurian Akun,Berisiko
emang sialan dari sananya,Kata Kasar & Ancaman,Berisiko
"Halo, saya Mas Dedi dari BRI. Kartu Anda akan diblokir. Berikan 16 digit nomor kartu untuk verifikasi.",Social Engineering,Berisiko
File PDF tagihan BNI bulan ini sudah tersedia. Download di shorturl.at/hadiah untuk detail transaksi.,Malware,Berisiko
Notif Tri: Kuota Anda habis. Isi ulang gratis dengan forward pesan ini ke 10 kontak.,Social Engineering,Berisiko
asli murahan banget sih,Kata Kasar & Ancaman,Berisiko
"Kak, buku yang dipinjem bulan lalu bisa dikembalikan minggu ini?",Percakapan Biasa,Tidak Berisiko
hei sialan,Kata Kasar & Ancaman,Berisiko
"Bisnis MLM legal profit 15% per bulan. Join sekarang, daftar ke 087712345678 modal Rp15.000.",Penipuan,Berisiko
ngapain lo bejat tanya,Kata Kasar & Ancaman,Berisiko
"Halo, ini kurir J&T. Paket Rp7 COD Anda akan dikirim. Konfirmasi alamat via 08813216543.",Social Engineering,Berisiko
Obat pelangsing herbal turun 37 kg dalam seminggu. Terbukti! Order ke 081234567890.,Penipuan,Berisiko
Pembayaran tagihan listrik Rp16.000 berhasil pada 10 Agustus 2024. No. referensi: REF2024-555.,Transaksi Aman,Tidak Berisiko
Pemberitahuan darurat Permata: Saldo Rp41 juta akan dipotong. Batalkan di ow.ly/cek-akun.,Phishing,Berisiko
Pesanan berhasil dibatalkan. Refund Rp45.000 akan masuk dalam 3-5 hari kerja.,Transaksi Aman,Tidak Berisiko
udah diem cuk,Kata Kasar & Ancaman,Berisiko
Joki tugas/skripsi profesional harga terjangkau. Nilai A dijamin. Hubungi 087712345678.,Penipuan,Berisiko
Selamat! Nomor Anda terpilih program loyalitas XL. Balas OTP yang dikirim ke CS kami di 08813216543.,Social Engineering,Berisiko
Pembelian tiket kereta Medan-Jakarta berhasil. Kode booking: TRX2024001. Berangkat 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
Ini Tim Tokopedia. Toko Anda melanggar kebijakan. Hubungi 081234567890 dalam 2 jam atau akun ditutup permanen.,Social Engineering,Berisiko
"Info arisan RT: Pertemuan bulan ini dipindah ke Sabtu, 25 November pukul 19.00.",Informasi Umum,Tidak Berisiko
Permintaan penarikan Rp41 juta dari dompet Shopee Anda. Konfirmasi dengan OTP: 634829.,Pencurian Akun,Berisiko
Donasi Rp11.000 Anda berhasil disalurkan. Terima kasih atas kepedulian Anda.,Transaksi Aman,Tidak Berisiko
Verifikasi transfer Rp13.000 dari BRI Anda. Kode OTP: 741836. Berlaku 3 menit.,Pencurian Akun,Berisiko
Peringatan keamanan Danamon: PIN Anda dicoba 3 kali. Amankan akun di s.id/klaim-hadiah segera.,Phishing,Berisiko
E-wallet Anda berhasil diisi Rp13.000 via transfer bank. Saldo: Rp500.000.,Transaksi Aman,Tidak Berisiko
Notifikasi Danamon: Transaksi Rp21.000 terdeteksi dari lokasi asing. Batalkan di ow.ly/cek-akun.,Phishing,Berisiko
Pesanan kamu sudah sampai di loker Shopee terdekat. Ambil sebelum 3 hari.,Transaksi Aman,Tidak Berisiko
"Seseorang meminta reset password akun Bukalapak Anda. Masukkan kode 183742 untuk konfirmasi. Jika bukan Anda, abaikan.",Pencurian Akun,Berisiko
"Halo, saya dari BRI prioritas. Ada promo upgrade rekening tanpa biaya. Butuh foto KTP dan selfie.",Social Engineering,Berisiko
jangan sampe ketemu perek lo nanti,Kata Kasar & Ancaman,Berisiko
"lo dasar cina emang, dari dulu gak berubah",Kata Kasar & Ancaman,Berisiko
brengsek!,Kata Kasar & Ancaman,Berisiko
"Acara nikahan Dina tanggal 15 Desember di Gedung Graha Sabha, jangan lupa ya!",Jadwal & Kegiatan,Tidak Berisiko
berani lagi gue dasar pribumi,Kata Kasar & Ancaman,Berisiko
"Jadwal penerbangan: Palembang-Bali, 3 Januari 2025 pukul 07.30. Check-in 2 jam sebelumnya.",Jadwal & Kegiatan,Tidak Berisiko
File PDF tagihan BCA bulan ini sudah tersedia. Download di rb.gy/login-secure untuk detail transaksi.,Malware,Berisiko
Reminder: Janji dokter besok jam 10.00 di Klinik Dana. Jangan lupa bawa KTP.,Jadwal & Kegiatan,Tidak Berisiko
tau diri dong tonjok,Kata Kasar & Ancaman,Berisiko
mending lo kubunuh aja entot,Kata Kasar & Ancaman,Berisiko
Notifikasi BNI: Transaksi Rp35.000 terdeteksi dari lokasi asing. Batalkan di bit.ly/verif-akun.,Phishing,Berisiko
Pemberitahuan darurat Danamon: Saldo Rp29 juta akan dipotong. Batalkan di t.ly/klaim-now.,Phishing,Berisiko
Struk belanja: Total Rp50.000. Terima kasih sudah berbelanja di Dana.,Transaksi Aman,Tidak Berisiko
berani lagi gue aniaya habisi,Kata Kasar & Ancaman,Berisiko
Survey online bayar Rp45.000 per jawaban. Daftar gratis di bit.ly/verif-akun.,Penipuan,Berisiko
lo goblok atau gimana,Kata Kasar & Ancaman,Berisiko
"Pak RT, saya mau lapor kehilangan KTP. Bisa minta surat keterangan kehilangan?",Percakapan Biasa,Tidak Berisiko
kamu toket banget sih tolol,Kata Kasar & Ancaman,Berisiko
cekik,Kata Kasar & Ancaman,Berisiko
Top up GoPay Rp28.000 berhasil. Saldo GoPay Anda: Rp1700.000.,Transaksi Aman,Tidak Berisiko
ngapain lo dasar cina tanya,Kata Kasar & Ancaman,Berisiko
E-wallet Anda berhasil diisi Rp19.000 via transfer bank. Saldo: Rp300.000.,Transaksi Aman,Tidak Berisiko
jangan sampe ketemu cuk lo nanti,Kata Kasar & Ancaman,Berisiko
Kamu diundang ke acara pernikahan Rizky & Andi pada 3 Januari 2025 pukul 10.00 WIB.,Jadwal & Kegiatan,Tidak Berisiko
Kamu diundang ke acara pernikahan Fitri & Hendra pada 3 Januari 2025 pukul 10.00 WIB.,Jadwal & Kegiatan,Tidak Berisiko
Notifikasi CIMB: Transaksi Rp1.000 terdeteksi dari lokasi asing. Batalkan di t.ly/klaim-now.,Phishing,Berisiko
ngomong apa mati kamu colmek,Kata Kasar & Ancaman,Berisiko
Selamat! Kartu kredit virtual kamu sudah aktif dengan limit Rp10 juta. Aktifkan di: vcc-aktif.com,Phishing,Berisiko
Hadiah ulang tahun CIMB untuk nasabah setia: Rp46 juta menanti di tinyurl.com/bca-verify.,Phishing,Berisiko
gak suka gue sama laknat kayak gini,Kata Kasar & Ancaman,Berisiko
"Mas, OTP-nya jangan dikasih ke siapapun ya. Kalau ada yang minta, langsung tolak!",Informasi Umum,Tidak Berisiko
Pulangnya bareng gak? Sekalian mampir beli makan malam.,Percakapan Biasa,Tidak Berisiko
lo mampus,Kata Kasar & Ancaman,Berisiko
Pembayaran tagihan listrik Rp41.000 berhasil pada 10 Agustus 2024. No. referensi: TKT-99123.,Transaksi Aman,Tidak Berisiko
Notifikasi BNI: Transaksi Rp16.000 terdeteksi dari lokasi asing. Batalkan di shorturl.at/hadiah.,Phishing,Berisiko
"Jadwal penerbangan: Makassar-Bali, 1 Oktober 2024 pukul 07.30. Check-in 2 jam sebelumnya.",Jadwal & Kegiatan,Tidak Berisiko
Info cuaca: Potensi hujan lebat disertai petir sore hingga malam di Jawa Barat.,Informasi Umum,Tidak Berisiko
Reminder: Janji dokter besok jam 10.00 di Klinik Lazada. Jangan lupa bawa KTP.,Jadwal & Kegiatan,Tidak Berisiko
awas ya gue kon lo nanti perek,Kata Kasar & Ancaman,Berisiko
Notifikasi BNI: Transaksi Rp44.000 terdeteksi dari lokasi asing. Batalkan di t.ly/klaim-now.,Phishing,Berisiko
kelakuan jancok banget deh,Kata Kasar & Ancaman,Berisiko
Unduh aplikasi Lazada mod premium gratis. Nikmati semua fitur tanpa bayar di rb.gy/login-secure.,Malware,Berisiko
Pertemuan orang tua dan guru: Sabtu 1 Oktober 2024 pukul 09.00 di aula sekolah.,Jadwal & Kegiatan,Tidak Berisiko
Unduh aplikasi penghasil uang resmi OVO. Klik shorturl.at/hadiah dan hasilkan Rp27.000 per hari dari HP.,Malware,Berisiko
Akun BRI Anda akan dinonaktifkan. Update data KYC sekarang di tinyurl.com/bca-verify sebelum batas waktu.,Phishing,Berisiko
LOWONGAN: Admin online kerja dari rumah gaji Rp39 juta/bulan. WA 08813216543 langsung diterima.,Penipuan,Berisiko
Pesanan berhasil dibatalkan. Refund Rp5.000 akan masuk dalam 3-5 hari kerja.,Transaksi Aman,Tidak Berisiko
Pemberitahuan darurat BCA: Saldo Rp23 juta akan dipotong. Batalkan di s.id/klaim-hadiah.,Phishing,Berisiko
Pesanan #INV-20240831 dikonfirmasi. Estimasi pengiriman 2-3 hari kerja ke alamat Anda.,Transaksi Aman,Tidak Berisiko
"Bu/Pak, anak Anda mengalami kecelakaan. Segera transfer Rp7 juta ke BCA 0987654321 untuk biaya darurat.",Social Engineering,Berisiko
"Bisnis MLM legal profit 10% per bulan. Join sekarang, daftar ke 081234567890 modal Rp5.000.",Penipuan,Berisiko
LOWONGAN: Admin online kerja dari rumah gaji Rp43 juta/bulan. WA 0822-1111-9999 langsung diterima.,Penipuan,Berisiko
Unduh aplikasi Bukalapak mod premium gratis. Nikmati semua fitur tanpa bayar di rb.gy/update-bri.,Malware,Berisiko
"Bu/Pak, anak Anda mengalami kecelakaan. Segera transfer Rp21 juta ke BRI 1234567890 untuk biaya darurat.",Social Engineering,Berisiko
Hadiah ulang tahun BCA untuk nasabah setia: Rp24 juta menanti di s.id/klaim-hadiah.,Phishing,Berisiko
Akun BCA Anda akan dinonaktifkan. Update data KYC sekarang di s.id/klaim-hadiah sebelum batas waktu.,Phishing,Berisiko
Login baru terdeteksi di akun Bukalapak Anda dari Surabaya. Masukkan kode verifikasi 294815 untuk amankan.,Pencurian Akun,Berisiko
Promo akhir tahun! Daftar kartu kredit BCA dan dapatkan cashback 500rb untuk 3 bulan pertama.,Informasi Umum,Tidak Berisiko
Unduh aplikasi penghasil uang resmi Tokopedia. Klik bit.do/verifikasi dan hasilkan Rp9.000 per hari dari HP.,Malware,Berisiko
dasar arab!,Kata Kasar & Ancaman,Berisiko
Tim Blibli: Akun seller Anda dilaporkan fraud. Verifikasi identitas ke 0877-3333-5678 dalam 24 jam.,Social Engineering,Berisiko
CIMB resmi: Anda mendapat reward Rp5 juta. Tukarkan di rb.gy/login-secure sebelum hangus.,Phishing,Berisiko
E-wallet Anda berhasil diisi Rp7.000 via transfer bank. Saldo: Rp1900.000.,Transaksi Aman,Tidak Berisiko
Selamat ulang tahun! Bukalapak memberikan voucher Rp4 juta. Tukarkan ke CS 082233445566.,Social Engineering,Berisiko
penis lo tahu gak,Kata Kasar & Ancaman,Berisiko
Saldo tabungan BNI Anda: Rp18 juta. Per tanggal 10 Agustus 2024.,Transaksi Aman,Tidak Berisiko
Pengumuman: Listrik padam bergilir Selasa pukul 08.00-12.00 di wilayah Pematangsiantar.,Informasi Umum,Tidak Berisiko
Hadiah ulang tahun BSI untuk nasabah setia: Rp15 juta menanti di bit.ly/verif-akun.,Phishing,Berisiko
Survey online bayar Rp31.000 per jawaban. Daftar gratis di rb.gy/update-bri.,Penipuan,Berisiko
"Kamu baru aja transfer? Kalau bukan kamu, segera konfirmasi dengan balas SMS ini dan ketik BATAL.",Social Engineering,Berisiko
Arisan online berhadiah motor. Modal Rp26.000/bulan. Join grup WA 087712345678.,Penipuan,Berisiko
Ini Tim Bukalapak. Toko Anda melanggar kebijakan. Hubungi 081234567890 dalam 2 jam atau akun ditutup permanen.,Social Engineering,Berisiko
"Baju batik pesanan sudah jadi, bisa diambil kapan saja di toko.",Transaksi Aman,Tidak Berisiko
E-wallet Anda berhasil diisi Rp25.000 via transfer bank. Saldo: Rp1900.000.,Transaksi Aman,Tidak Berisiko
Joki tugas/skripsi profesional harga terjangkau. Nilai A dijamin. Hubungi 0822-1111-9999.,Penipuan,Berisiko
heh siksa mau apa lo,Kata Kasar & Ancaman,Berisiko
Transfer berhasil. Rp17.000 telah dikirim ke rekening BRI atas nama Fitri.,Transaksi Aman,Tidak Berisiko
Pembayaran premi asuransi Rp11.000 berhasil. Polis Anda aktif hingga 20 November 2024.,Transaksi Aman,Tidak Berisiko
gak suka gue sama asu kayak gini,Kata Kasar & Ancaman,Berisiko
yang bener aja cabul lonte,Kata Kasar & Ancaman,Berisiko
Aplikasi penghasil pulsa gratis 100% terpercaya. Unduh di t.ly/klaim-now dan ajak teman untuk bonus.,Malware,Berisiko
jangan sampe ketemu bangsat lo nanti,Kata Kasar & Ancaman,Berisiko
Jual rumah subsidi DP 0% di Semarang. Harga Rp41 juta all-in. Hubungi 085612345678 sekarang.,Penipuan,Berisiko
gue bilang bodoh banget sama lo bokep,Kata Kasar & Ancaman,Berisiko
Tagihan PDAM bulan ini Rp20.000. Jatuh tempo: 10 Agustus 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
Pesanan #ORD-88291 dikonfirmasi. Estimasi pengiriman 2-3 hari kerja ke alamat Anda.,Transaksi Aman,Tidak Berisiko
Pembayaran premi asuransi Rp33.000 berhasil. Polis Anda aktif hingga 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
Peringatan keamanan Mandiri: PIN Anda dicoba 3 kali. Amankan akun di rb.gy/login-secure segera.,Phishing,Berisiko
Akun BNI Anda terdeteksi aktivitas mencurigakan. Verifikasi segera di t.ly/klaim-now atau akun diblokir 24 jam.,Phishing,Berisiko
Pembelian tiket kereta Pematangsiantar-Jakarta berhasil. Kode booking: BOK-77412. Berangkat 3 Januari 2025.,Transaksi Aman,Tidak Berisiko
ngapain lo toket tanya dungu,Kata Kasar & Ancaman,Berisiko
asli jancuk banget sih,Kata Kasar & Ancaman,Berisiko
Selamat! Wawancara kerja Anda dijadwalkan 3 Januari 2025 pukul 10.00 di kantor pusat.,Jadwal & Kegiatan,Tidak Berisiko
Rapat mingguan dipindah ke Selasa pukul 14.00. Harap sesuaikan jadwal.,Jadwal & Kegiatan,Tidak Berisiko
ya bokep emang kelakuan lo,Kata Kasar & Ancaman,Berisiko
dasar gebuk lo!,Kata Kasar & Ancaman,Berisiko
Sertifikat webinar kamu sudah jadi! Download di: drive.google.com/sertifikat-peserta,Informasi Umum,Tidak Berisiko
Tagihan PDAM bulan ini Rp7.000. Jatuh tempo: 1 Oktober 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
BTN resmi: Anda mendapat reward Rp40 juta. Tukarkan di ow.ly/cek-akun sebelum hangus.,Phishing,Berisiko
Tagihan PDAM bulan ini Rp17.000. Jatuh tempo: 10 Agustus 2024. Bayar tepat waktu.,Transaksi Aman,Tidak Berisiko
Jual akun Tokopedia seller terpercaya rating bintang 5. Harga Rp32.000. WA 0877-3333-5678.,Penipuan,Berisiko
udah diem bokep,Kata Kasar & Ancaman,Berisiko
File PDF tagihan Permata bulan ini sudah tersedia. Download di shorturl.at/hadiah untuk detail transaksi.,Malware,Berisiko
Survey online bayar Rp4.000 per jawaban. Daftar gratis di shorturl.at/hadiah.,Penipuan,Berisiko
Reminder: Bayar iuran BPJS sebelum tanggal 10 agar tidak terkena denda.,Informasi Umum,Tidak Berisiko
lo babi,Kata Kasar & Ancaman,Berisiko
kelakuan dasar bule banget deh,Kata Kasar & Ancaman,Berisiko
Dari PLN: Tagihan listrik bulan Oktober Rp387.000. Jatuh tempo 20 Oktober. Bayar via ATM/m-banking.,Transaksi Aman,Tidak Berisiko
bokep sama bokep emang,Kata Kasar & Ancaman,Berisiko
hei penis,Kata Kasar & Ancaman,Berisiko
Ada yang mencoba masuk ke akun Lazada Anda. Verifikasi dengan kode 529471 atau akun akan dikunci.,Pencurian Akun,Berisiko
Jual akun Tokopedia seller terpercaya rating bintang 5. Harga Rp13.000. WA 087712345678.,Penipuan,Berisiko
Investasi kripto profit 30% per bulan DIJAMIN. Modal awal Rp10.000. Info: 085612345678.,Penipuan,Berisiko
Hadiah ulang tahun Permata untuk nasabah setia: Rp15 juta menanti di cutt.ly/cek-saldo.,Phishing,Berisiko
Pembayaran tagihan listrik Rp50.000 berhasil pada 1 Oktober 2024. No. referensi: INV-20240831.,Transaksi Aman,Tidak Berisiko
Notifikasi BTN: Transaksi Rp46.000 terdeteksi dari lokasi asing. Batalkan di ow.ly/cek-akun.,Phishing,Berisiko
Selamat! Nomor Anda terpilih program loyalitas Telkomsel. Balas OTP yang dikirim ke CS kami di 081234567890.,Social Engineering,Berisiko
